route_id,direction_id,route_pattern_name,from_stop_id,from_station_id,from_stop_name,to_stop_id,to_station_id,to_stop_name,from_to_meters,cumulative_meters,from_to_miles,cumulative_miles,ObjectId
Blue,0,Wonderland - Bowdoin,70059,place-wondl,Wonderland,70057,place-rbmnl,Revere Beach,648.07954,648.07954,0.402697956434423,0.402697956434423,1
Blue,0,Wonderland - Bowdoin,70057,place-rbmnl,Revere Beach,70055,place-bmmnl,Beachmont,1198.237979,1846.317519,0.744550561595283,1.14724851802971,2
Blue,0,Wonderland - Bowdoin,70055,place-bmmnl,Beachmont,70053,place-sdmnl,Suffolk Downs,849.599507,2695.917026,0.527916658588841,1.67516517661855,3
Blue,0,Wonderland - Bowdoin,70053,place-sdmnl,Suffolk Downs,70051,place-orhte,Orient Heights,745.434098,3441.351124,0.463191274208621,2.13835645082717,4
Blue,0,Wonderland - Bowdoin,70051,place-orhte,Orient Heights,70049,place-wimnl,Wood Island,1742.139558,5183.490682,1.08251533419828,3.22087178502545,5
Blue,0,Wonderland - Bowdoin,70049,place-wimnl,Wood Island,70047,place-aport,Airport,882.258242,6065.748924,0.548209855692754,3.76908164071821,6
Blue,0,Wonderland - Bowdoin,70047,place-aport,Airport,70045,place-mvbcl,Maverick,1011.410313,7077.159237,0.628461232029945,4.39754287274815,7
Blue,0,Wonderland - Bowdoin,70045,place-mvbcl,Maverick,70043,place-aqucl,Aquarium,1527.173332,8604.332569,0.948941514057901,5.34648438680605,8
Blue,0,Wonderland - Bowdoin,70043,place-aqucl,Aquarium,70041,place-state,State,502.557083,9106.889652,0.312274493831027,5.65875888063708,9
Blue,0,Wonderland - Bowdoin,70041,place-state,State,70039,place-gover,Government Center,199.673364,9306.563016,0.124071276246719,5.7828301568838,10
Blue,0,Wonderland - Bowdoin,70039,place-gover,Government Center,70838,place-bomnl,Bowdoin,282.865476000001,9589.428492,0.175764458064901,5.9585946149487,11
Blue,1,Bowdoin - Wonderland,70038,place-bomnl,Bowdoin,70040,place-gover,Government Center,282.865476,282.865476,0.175764458064901,0.175764458064901,12
Blue,1,Bowdoin - Wonderland,70040,place-gover,Government Center,70042,place-state,State,199.650243,482.515719,0.124056909523383,0.299821367588284,13
Blue,1,Bowdoin - Wonderland,70042,place-state,State,70044,place-aqucl,Aquarium,502.580706,985.096425,0.312289172482701,0.612110540070985,14
Blue,1,Bowdoin - Wonderland,70044,place-aqucl,Aquarium,70046,place-mvbcl,Maverick,1527.173343,2512.269768,0.948941520892985,1.56105206096397,15
Blue,1,Bowdoin - Wonderland,70046,place-mvbcl,Maverick,70048,place-aport,Airport,1011.410313,3523.680081,0.628461232029945,2.18951329299392,16
Blue,1,Bowdoin - Wonderland,70048,place-aport,Airport,70050,place-wimnl,Wood Island,881.390997,4405.071078,0.547670974633142,2.73718426762706,17
Blue,1,Bowdoin - Wonderland,70050,place-wimnl,Wood Island,70052,place-orhte,Orient Heights,1743.075478,6148.146556,1.08309688792452,3.82028115555158,18
Blue,1,Bowdoin - Wonderland,70052,place-orhte,Orient Heights,70054,place-sdmnl,Suffolk Downs,776.424149,6924.570705,0.482447599145988,4.30272875469757,19
Blue,1,Bowdoin - Wonderland,70054,place-sdmnl,Suffolk Downs,70056,place-bmmnl,Beachmont,820.523796,7745.094501,0.509849849379623,4.81257860407719,20
Blue,1,Bowdoin - Wonderland,70056,place-bmmnl,Beachmont,70058,place-rbmnl,Revere Beach,1208.038768,8953.133269,0.75064048954108,5.56321909361827,21
Blue,1,Bowdoin - Wonderland,70058,place-rbmnl,Revere Beach,70060,place-wondl,Wonderland,621.286053,9574.419322,0.386049255473037,5.94926834909131,22
Green-B,0,Government Center - Boston College,70202,place-gover,Government Center,70196,place-pktrm,Park Street,415.292584,415.292584,0.258050848047403,0.258050848047403,23
Green-B,0,Government Center - Boston College,70196,place-pktrm,Park Street,70159,place-boyls,Boylston,394.917094,810.209678,0.245390105533683,0.503440953581086,24
Green-B,0,Government Center - Boston College,70159,place-boyls,Boylston,70157,place-armnl,Arlington,594.466154,1404.675832,0.369384142855722,0.872825096436809,25
Green-B,0,Government Center - Boston College,70157,place-armnl,Arlington,70155,place-coecl,Copley,569.240504,1973.916336,0.353709650640261,1.22653474707707,26
Green-B,0,Government Center - Boston College,70155,place-coecl,Copley,70153,place-hymnl,Hynes Convention Center,913.927653,2887.843989,0.567888315363278,1.79442306244035,27
Green-B,0,Government Center - Boston College,70153,place-hymnl,Hynes Convention Center,71151,place-kencl,Kenmore,644.19558,3532.039569,0.400284575578621,2.19470763801897,28
Green-B,0,Government Center - Boston College,71151,place-kencl,Kenmore,70149,place-bland,Blandford Street,420.051315,3952.090884,0.26100778640241,2.45571542442138,29
Green-B,0,Government Center - Boston College,70149,place-bland,Blandford Street,70147,place-buest,Boston University East,370.828826,4322.91971,0.230422349727591,2.68613777414897,30
Green-B,0,Government Center - Boston College,70147,place-buest,Boston University East,70145,place-bucen,Boston University Central,233.499315999999,4556.419026,0.145089748369522,2.83122752251849,31
Green-B,0,Government Center - Boston College,70145,place-bucen,Boston University Central,170141,place-amory,Amory Street,632.336009000001,5188.755035,0.392915379806928,3.22414290232542,32
Green-B,0,Government Center - Boston College,170141,place-amory,Amory Street,170137,place-babck,Babcock Street,436.610896,5625.365931,0.271297432991331,3.49544033531675,33
Green-B,0,Government Center - Boston College,170137,place-babck,Babcock Street,70135,place-brico,Packard's Corner,454.39391,6079.759841,0.282347285602084,3.77778762091883,34
Green-B,0,Government Center - Boston College,70135,place-brico,Packard's Corner,70131,place-harvd,Harvard Avenue,469.896717,6549.656558,0.291980283270699,4.06976790418953,35
Green-B,0,Government Center - Boston College,70131,place-harvd,Harvard Avenue,70129,place-grigg,Griggs Street,348.280217,6897.936775,0.216411293669968,4.2861791978595,36
Green-B,0,Government Center - Boston College,70129,place-grigg,Griggs Street,70127,place-alsgr,Allston Street,283.456688,7181.393463,0.176131820170206,4.46231101802971,37
Green-B,0,Government Center - Boston College,70127,place-alsgr,Allston Street,70125,place-wrnst,Warren Street,228.705736,7410.099199,0.142111155849837,4.60442217387954,38
Green-B,0,Government Center - Boston College,70125,place-wrnst,Warren Street,70121,place-wascm,Washington Street,586.605474,7996.704673,0.364499742752326,4.96892191663187,39
Green-B,0,Government Center - Boston College,70121,place-wascm,Washington Street,70117,place-sthld,Sutherland Road,445.80558,8442.510253,0.277010744750656,5.24593266138253,40
Green-B,0,Government Center - Boston College,70117,place-sthld,Sutherland Road,70115,place-chswk,Chiswick Road,401.597413,8844.107666,0.249541063315239,5.49547372469776,41
Green-B,0,Government Center - Boston College,70115,place-chswk,Chiswick Road,70113,place-chill,Chestnut Hill Avenue,296.521907,9140.629573,0.184250170877078,5.67972389557484,42
Green-B,0,Government Center - Boston College,70113,place-chill,Chestnut Hill Avenue,70111,place-sougr,South Street,430.306435999999,9570.936009,0.267380023164717,5.94710391873956,43
Green-B,0,Government Center - Boston College,70111,place-sougr,South Street,70107,place-lake,Boston College,752.513193000001,10323.449202,0.467590019908733,6.41469393864829,44
Green-B,1,Boston College - Government Center,70106,place-lake,Boston College,70110,place-sougr,South Street,816.878556,816.878556,0.507584802254832,0.507584802254832,45
Green-B,1,Boston College - Government Center,70110,place-sougr,South Street,70112,place-chill,Chestnut Hill Avenue,452.623971,1269.502527,0.281247496495466,0.788832298750298,46
Green-B,1,Boston College - Government Center,70112,place-chill,Chestnut Hill Avenue,70114,place-chswk,Chiswick Road,282.444568,1551.947095,0.175502917959119,0.964335216709417,47
Green-B,1,Boston College - Government Center,70114,place-chswk,Chiswick Road,70116,place-sthld,Sutherland Road,393.993662,1945.940757,0.244816311490893,1.20915152820031,48
Green-B,1,Boston College - Government Center,70116,place-sthld,Sutherland Road,70120,place-wascm,Washington Street,450.661117,2396.601874,0.280027835565299,1.48917936376561,49
Green-B,1,Boston College - Government Center,70120,place-wascm,Washington Street,70124,place-wrnst,Warren Street,471.952335,2868.554209,0.293257585078144,1.78243694884375,50
Green-B,1,Boston College - Government Center,70124,place-wrnst,Warren Street,70126,place-alsgr,Allston Street,251.725813,3120.280022,0.156415168540722,1.93885211738447,51
Green-B,1,Boston College - Government Center,70126,place-alsgr,Allston Street,70128,place-grigg,Griggs Street,303.288887,3423.568909,0.188454977307524,2.127307094692,52
Green-B,1,Boston College - Government Center,70128,place-grigg,Griggs Street,70130,place-harvd,Harvard Avenue,313.033445,3736.602354,0.19450996492981,2.32181705962181,53
Green-B,1,Boston College - Government Center,70130,place-harvd,Harvard Avenue,70134,place-brico,Packard's Corner,573.930562,4310.532916,0.356623917571383,2.67844097719319,54
Green-B,1,Boston College - Government Center,70134,place-brico,Packard's Corner,170136,place-babck,Babcock Street,469.426639,4779.959555,0.291688190343395,2.97012916753659,55
Green-B,1,Boston College - Government Center,170136,place-babck,Babcock Street,170140,place-amory,Amory Street,437.16436,5217.123915,0.271641339576871,3.24177050711346,56
Green-B,1,Boston College - Government Center,170140,place-amory,Amory Street,70144,place-bucen,Boston University Central,619.032643,5836.156558,0.384649051414738,3.62641955852819,57
Green-B,1,Boston College - Government Center,70144,place-bucen,Boston University Central,70146,place-buest,Boston University East,243.200103,6079.356661,0.151117537953352,3.77753709648155,58
Green-B,1,Boston College - Government Center,70146,place-buest,Boston University East,70148,place-bland,Blandford Street,347.789283,6427.145944,0.216106241425078,3.99364333790662,59
Green-B,1,Boston College - Government Center,70148,place-bland,Blandford Street,71150,place-kencl,Kenmore,386.074449,6813.220393,0.239895540667502,4.23353887857413,60
Green-B,1,Boston College - Government Center,71150,place-kencl,Kenmore,70152,place-hymnl,Hynes Convention Center,644.20966,7457.430053,0.400293324485008,4.63383220305913,61
Green-B,1,Boston College - Government Center,70152,place-hymnl,Hynes Convention Center,70154,place-coecl,Copley,851.89978,8309.329833,0.529345981965322,5.16317818502446,62
Green-B,1,Boston College - Government Center,70154,place-coecl,Copley,70156,place-armnl,Arlington,631.228791,8940.558624,0.392227386438201,5.55540557146266,63
Green-B,1,Boston College - Government Center,70156,place-armnl,Arlington,70158,place-boyls,Boylston,520.858821,9461.417445,0.323646666592102,5.87905223805476,64
Green-B,1,Boston College - Government Center,70158,place-boyls,Boylston,70200,place-pktrm,Park Street,468.548003000002,9929.965448,0.291142231244533,6.17019446929929,65
Green-B,1,Boston College - Government Center,70200,place-pktrm,Park Street,70201,place-gover,Government Center,420.743065999999,10350.708514,0.261437620546011,6.4316320898453,66
Green-C,0,Government Center - Cleveland Circle,70202,place-gover,Government Center,70197,place-pktrm,Park Street,415.227776,415.227776,0.258010578223177,0.258010578223177,67
Green-C,0,Government Center - Cleveland Circle,70197,place-pktrm,Park Street,70159,place-boyls,Boylston,394.981945,810.209721,0.245430402076871,0.503440980300048,68
Green-C,0,Government Center - Cleveland Circle,70159,place-boyls,Boylston,70157,place-armnl,Arlington,594.466154,1404.675875,0.369384142855723,0.87282512315577,69
Green-C,0,Government Center - Cleveland Circle,70157,place-armnl,Arlington,70155,place-coecl,Copley,569.240503,1973.916378,0.35370965001889,1.22653477317466,70
Green-C,0,Government Center - Cleveland Circle,70155,place-coecl,Copley,70153,place-hymnl,Hynes Convention Center,913.927653,2887.844031,0.567888315363279,1.79442308853794,71
Green-C,0,Government Center - Cleveland Circle,70153,place-hymnl,Hynes Convention Center,70151,place-kencl,Kenmore,644.776666,3532.620697,0.400645645679233,2.19506873421717,72
Green-C,0,Government Center - Cleveland Circle,70151,place-kencl,Kenmore,70211,place-smary,Saint Mary's Street,1090.560759,4623.181456,0.677643039027082,2.87271177324425,73
Green-C,0,Government Center - Cleveland Circle,70211,place-smary,Saint Mary's Street,70213,place-hwsst,Hawes Street,357.89084,4981.072296,0.222383057941621,3.09509483118587,74
Green-C,0,Government Center - Cleveland Circle,70213,place-hwsst,Hawes Street,70215,place-kntst,Kent Street,205.342318999999,5186.414615,0.127593801573809,3.22268863275968,75
Green-C,0,Government Center - Cleveland Circle,70215,place-kntst,Kent Street,70217,place-stpul,Saint Paul Street,248.720014,5435.134629,0.154547451632467,3.37723608439215,76
Green-C,0,Government Center - Cleveland Circle,70217,place-stpul,Saint Paul Street,70219,place-cool,Coolidge Corner,351.553487,5786.688116,0.218445209352382,3.59568129374453,77
Green-C,0,Government Center - Cleveland Circle,70219,place-cool,Coolidge Corner,70223,place-sumav,Summit Avenue,409.318776999999,6196.006893,0.254338896469617,3.85002019021415,78
Green-C,0,Government Center - Cleveland Circle,70223,place-sumav,Summit Avenue,70225,place-bndhl,Brandon Hall,291.087031,6487.093924,0.180873095497296,4.03089328571144,79
Green-C,0,Government Center - Cleveland Circle,70225,place-bndhl,Brandon Hall,70227,place-fbkst,Fairbanks Street,200.619823,6687.713747,0.124659378603953,4.1555526643154,80
Green-C,0,Government Center - Cleveland Circle,70227,place-fbkst,Fairbanks Street,70229,place-bcnwa,Washington Square,323.032691,7010.746438,0.200723208338305,4.3562758726537,81
Green-C,0,Government Center - Cleveland Circle,70229,place-bcnwa,Washington Square,70231,place-tapst,Tappan Street,315.892208,7326.638646,0.196286317903444,4.55256219055715,82
Green-C,0,Government Center - Cleveland Circle,70231,place-tapst,Tappan Street,70233,place-denrd,Dean Road,276.658547999999,7603.297194,0.171907651813409,4.72446984237056,83
Green-C,0,Government Center - Cleveland Circle,70233,place-denrd,Dean Road,70235,place-engav,Englewood Avenue,351.797935000001,7955.095129,0.218597102297582,4.94306694466814,84
Green-C,0,Government Center - Cleveland Circle,70235,place-engav,Englewood Avenue,70237,place-clmnl,Cleveland Circle,287.016998,8242.112127,0.178344094239641,5.12141103890778,85
Green-C,1,Cleveland Circle - Government Center,70238,place-clmnl,Cleveland Circle,70236,place-engav,Englewood Avenue,293.182096,293.182096,0.18217490853416,0.18217490853416,86
Green-C,1,Cleveland Circle - Government Center,70236,place-engav,Englewood Avenue,70234,place-denrd,Dean Road,261.218394,554.40049,0.162313584914102,0.344488493448262,87
Green-C,1,Cleveland Circle - Government Center,70234,place-denrd,Dean Road,70232,place-tapst,Tappan Street,370.843596,925.244086,0.2304315273801,0.574920020828362,88
Green-C,1,Cleveland Circle - Government Center,70232,place-tapst,Tappan Street,70230,place-bcnwa,Washington Square,315.949583,1241.193669,0.196321969075598,0.771241989903961,89
Green-C,1,Cleveland Circle - Government Center,70230,place-bcnwa,Washington Square,70228,place-fbkst,Fairbanks Street,290.067575,1531.261244,0.180239634907142,0.951481624811103,90
Green-C,1,Cleveland Circle - Government Center,70228,place-fbkst,Fairbanks Street,70226,place-bndhl,Brandon Hall,204.633705,1735.894949,0.127153489247793,1.0786351140589,91
Green-C,1,Cleveland Circle - Government Center,70226,place-bndhl,Brandon Hall,70224,place-sumav,Summit Avenue,263.429472,1999.324421,0.163687485087091,1.24232259914599,92
Green-C,1,Cleveland Circle - Government Center,70224,place-sumav,Summit Avenue,70220,place-cool,Coolidge Corner,353.898768,2353.223189,0.219902499403484,1.46222509854947,93
Green-C,1,Cleveland Circle - Government Center,70220,place-cool,Coolidge Corner,70218,place-stpul,Saint Paul Street,366.258226,2719.481415,0.227582310556351,1.68980740910582,94
Green-C,1,Cleveland Circle - Government Center,70218,place-stpul,Saint Paul Street,70216,place-kntst,Kent Street,257.570529,2977.051944,0.160046906689931,1.84985431579575,95
Green-C,1,Cleveland Circle - Government Center,70216,place-kntst,Kent Street,70214,place-hwsst,Hawes Street,299.970235,3277.022179,0.186392862557663,2.03624717835342,96
Green-C,1,Cleveland Circle - Government Center,70214,place-hwsst,Hawes Street,70212,place-smary,Saint Mary's Street,352.694418,3629.716597,0.219154151008113,2.25540132936153,97
Green-C,1,Cleveland Circle - Government Center,70212,place-smary,Saint Mary's Street,70150,place-kencl,Kenmore,1044.863034,4674.579631,0.649247789161298,2.90464911852283,98
Green-C,1,Cleveland Circle - Government Center,70150,place-kencl,Kenmore,70152,place-hymnl,Hynes Convention Center,644.782281,5319.361912,0.400649134678478,3.3052982532013,99
Green-C,1,Cleveland Circle - Government Center,70152,place-hymnl,Hynes Convention Center,70154,place-coecl,Copley,851.899781,6171.261693,0.529345982586694,3.834644235788,100
Green-C,1,Cleveland Circle - Government Center,70154,place-coecl,Copley,70156,place-armnl,Arlington,631.228791,6802.490484,0.392227386438201,4.2268716222262,101
Green-C,1,Cleveland Circle - Government Center,70156,place-armnl,Arlington,70158,place-boyls,Boylston,520.858821000001,7323.349305,0.323646666592103,4.5505182888183,102
Green-C,1,Cleveland Circle - Government Center,70158,place-boyls,Boylston,70200,place-pktrm,Park Street,468.548002,7791.897307,0.29114223062316,4.84166051944146,103
Green-C,1,Cleveland Circle - Government Center,70200,place-pktrm,Park Street,70201,place-gover,Government Center,420.743066,8212.640373,0.261437620546011,5.10309813998747,104
Green-D,0,Union Square - Riverside,70504,place-unsqu,Union Square,70502,place-lech,Lechmere,1714.152812,1714.152812,1.06512517646942,1.06512517646942,105
Green-D,0,Union Square - Riverside,70502,place-lech,Lechmere,70208,place-spmnl,Science Park/West End,830.601825,2544.754637,0.516112046274755,1.58123722274417,106
Green-D,0,Union Square - Riverside,70208,place-spmnl,Science Park/West End,70206,place-north,North Station,654.735789,3199.490426,0.406833957811382,1.98807118055556,107
Green-D,0,Union Square - Riverside,70206,place-north,North Station,70204,place-haecl,Haymarket,377.611301,3577.101727,0.234636784304661,2.22270796486022,108
Green-D,0,Union Square - Riverside,70204,place-haecl,Haymarket,70202,place-gover,Government Center,408.474636,3985.576363,0.253814371570031,2.47652233643025,109
Green-D,0,Union Square - Riverside,70202,place-gover,Government Center,70198,place-pktrm,Park Street,457.004197,4442.58056,0.283969242747356,2.7604915791776,110
Green-D,0,Union Square - Riverside,70198,place-pktrm,Park Street,70159,place-boyls,Boylston,394.981945,4837.562505,0.245430402076871,3.00592198125447,111
Green-D,0,Union Square - Riverside,70159,place-boyls,Boylston,70157,place-armnl,Arlington,594.466154000001,5432.028659,0.369384142855723,3.3753061241102,112
Green-D,0,Union Square - Riverside,70157,place-armnl,Arlington,70155,place-coecl,Copley,569.240503,6001.269162,0.35370965001889,3.72901577412909,113
Green-D,0,Union Square - Riverside,70155,place-coecl,Copley,70153,place-hymnl,Hynes Convention Center,913.927653,6915.196815,0.567888315363278,4.29690408949236,114
Green-D,0,Union Square - Riverside,70153,place-hymnl,Hynes Convention Center,70151,place-kencl,Kenmore,644.776666,7559.973481,0.400645645679233,4.6975497351716,115
Green-D,0,Union Square - Riverside,70151,place-kencl,Kenmore,70187,place-fenwy,Fenway,968.933563000001,8528.907044,0.602067403240078,5.29961713841168,116
Green-D,0,Union Square - Riverside,70187,place-fenwy,Fenway,70183,place-longw,Longwood,573.203565,9102.110609,0.35617218257874,5.65578932099042,117
Green-D,0,Union Square - Riverside,70183,place-longw,Longwood,70181,place-bvmnl,Brookline Village,1188.207124,10290.317733,0.738317677264774,6.39410699825519,118
Mattapan,1,Mattapan - Ashmont,70266,place-butlr,Butler,70264,place-cedgr,Cedar Grove,945.644588,3522.24789,0.587596305078342,2.18862337076473,119
Green-D,0,Union Square - Riverside,70181,place-bvmnl,Brookline Village,70179,place-brkhl,Brookline Hills,857.623038,11147.940771,0.532902249612264,6.92700924786745,120
Green-D,0,Union Square - Riverside,70179,place-brkhl,Brookline Hills,70177,place-bcnfd,Beaconsfield,1283.472037,12431.412808,0.797512549833969,7.72452179770142,121
Green-D,0,Union Square - Riverside,70177,place-bcnfd,Beaconsfield,70175,place-rsmnl,Reservoir,642.381558000001,13073.794366,0.399157394565737,8.12367919226716,122
Green-D,0,Union Square - Riverside,70175,place-rsmnl,Reservoir,70173,place-chhil,Chestnut Hill,1642.992669,14716.787035,1.02090831357373,9.14458750584089,123
Green-D,0,Union Square - Riverside,70173,place-chhil,Chestnut Hill,70171,place-newto,Newton Centre,2364.370184,17081.157219,1.46915152012249,10.6137390259634,124
Green-D,0,Union Square - Riverside,70171,place-newto,Newton Centre,70169,place-newtn,Newton Highlands,1302.945299,18384.102518,0.809612673859659,11.423351699823,125
Green-D,0,Union Square - Riverside,70169,place-newtn,Newton Highlands,70167,place-eliot,Eliot,1243.031598,19627.134116,0.772384026037937,12.195735725861,126
Green-D,0,Union Square - Riverside,70167,place-eliot,Eliot,70165,place-waban,Waban,1363.660029,20990.794145,0.847339058026129,13.0430747838871,127
Green-D,0,Union Square - Riverside,70165,place-waban,Waban,70163,place-woodl,Woodland,1330.448725,22321.24287,0.82670251046389,13.869777294351,128
Green-D,0,Union Square - Riverside,70163,place-woodl,Woodland,70161,place-river,Riverside,849.547837000002,23170.790707,0.527884552339339,14.3976618466903,129
Green-D,1,Riverside - Union Square,70160,place-river,Riverside,70162,place-woodl,Woodland,914.969363,914.969363,0.568535603947944,0.568535603947944,130
Green-D,1,Riverside - Union Square,70162,place-woodl,Woodland,70164,place-waban,Waban,1300.336208,2215.305571,0.807991459874334,1.37652706382228,131
Green-D,1,Riverside - Union Square,70164,place-waban,Waban,70166,place-eliot,Eliot,1385.543058,3600.848629,0.860936541845622,2.2374636056679,132
Green-D,1,Riverside - Union Square,70166,place-eliot,Eliot,70168,place-newtn,Newton Highlands,1221.031366,4821.879995,0.758713715650601,2.9961773213185,133
Green-D,1,Riverside - Union Square,70168,place-newtn,Newton Highlands,70170,place-newto,Newton Centre,1318.841422,6140.721417,0.81949006676012,3.81566738807862,134
Green-D,1,Riverside - Union Square,70170,place-newto,Newton Centre,70172,place-chhil,Chestnut Hill,2365.699555,8506.420972,1.46997755296568,5.2856449410443,135
Green-D,1,Riverside - Union Square,70172,place-chhil,Chestnut Hill,70174,place-rsmnl,Reservoir,1648.492451,10154.913423,1.02432571967211,6.30997066071642,136
Green-D,1,Riverside - Union Square,70174,place-rsmnl,Reservoir,70176,place-bcnfd,Beaconsfield,655.721919,10810.635342,0.407446710585182,6.7174173713016,137
Green-D,1,Riverside - Union Square,70176,place-bcnfd,Beaconsfield,70178,place-brkhl,Brookline Hills,1264.322357,12074.957699,0.785613490341406,7.503030861643,138
Green-D,1,Riverside - Union Square,70178,place-brkhl,Brookline Hills,70180,place-bvmnl,Brookline Village,828.6175,12903.575199,0.514879043883719,8.01790990552672,139
Green-D,1,Riverside - Union Square,70180,place-bvmnl,Brookline Village,70182,place-longw,Longwood,1204.528899,14108.104098,0.748459558055954,8.76636946358268,140
Green-D,1,Riverside - Union Square,70182,place-longw,Longwood,70186,place-fenwy,Fenway,599.744724,14707.848822,0.372664094189931,9.13903355777261,141
Green-D,1,Riverside - Union Square,70186,place-fenwy,Fenway,70150,place-kencl,Kenmore,902.912000999999,15610.760823,0.561043506546766,9.70007706431937,142
Green-D,1,Riverside - Union Square,70150,place-kencl,Kenmore,70152,place-hymnl,Hynes Convention Center,644.782281,16255.543104,0.400649134678478,10.1007261989979,143
Green-D,1,Riverside - Union Square,70152,place-hymnl,Hynes Convention Center,70154,place-coecl,Copley,851.89978,17107.442884,0.529345981965322,10.6300721809632,144
Green-D,1,Riverside - Union Square,70154,place-coecl,Copley,70156,place-armnl,Arlington,631.228791000001,17738.671675,0.392227386438202,11.0222995674014,145
Green-D,1,Riverside - Union Square,70156,place-armnl,Arlington,70158,place-boyls,Boylston,520.858820999998,18259.530496,0.323646666592101,11.3459462339935,146
Green-D,1,Riverside - Union Square,70158,place-boyls,Boylston,70200,place-pktrm,Park Street,468.548003,18728.078499,0.291142231244532,11.637088465238,147
Green-D,1,Riverside - Union Square,70200,place-pktrm,Park Street,70201,place-gover,Government Center,457.084993,19185.163492,0.284019447054204,11.9211079122922,148
Green-D,1,Riverside - Union Square,70201,place-gover,Government Center,70203,place-haecl,Haymarket,408.480445000001,19593.643937,0.253817981115287,12.1749258934075,149
Green-D,1,Riverside - Union Square,70203,place-haecl,Haymarket,70205,place-north,North Station,377.605452,19971.249389,0.234633149904557,12.4095590433121,150
Green-D,1,Riverside - Union Square,70205,place-north,North Station,70207,place-spmnl,Science Park/West End,654.735789000002,20625.985178,0.406833957811383,12.8163930011234,151
Green-D,1,Riverside - Union Square,70207,place-spmnl,Science Park/West End,70501,place-lech,Lechmere,912.157338999998,21538.142517,0.566788293242462,13.3831812943659,152
Green-D,1,Riverside - Union Square,70501,place-lech,Lechmere,70503,place-unsqu,Union Square,1680.656237,23218.798754,1.0443113697258,14.4274926640917,153
