tract,year,male,female,race_white,race_black,race_ai_alaskan,race_asian,race_hawaiian,race_other,race_hispanic
708.0,2010,0.511,0.489,0.626,0.249,0.004,0.047,0.0,0.057999999999999996,0.106
709.0,2010,0.467,0.5329999999999999,0.546,0.247,0.003,0.062,0.0,0.096,0.212
801.0,2010,0.6679999999999999,0.332,0.21600000000000003,0.5479999999999999,0.019,0.03,0.0,0.155,0.158
803.0,2010,0.368,0.632,0.07400000000000001,0.79,0.0,0.0,0.0,0.077,0.207
805.0,2010,0.43799999999999994,0.562,0.266,0.535,0.004,0.0,0.0,0.171,0.425
806.01,2010,0.495,0.505,0.44799999999999995,0.32,0.0,0.11699999999999999,0.0,0.10099999999999999,0.312
813.0,2010,0.514,0.486,0.16699999999999998,0.479,0.0,0.059000000000000004,0.0,0.261,0.467
814.0,2010,0.561,0.439,0.28300000000000003,0.565,0.0,0.052000000000000005,0.0,0.054000000000000006,0.126
815.0,2010,0.44799999999999995,0.552,0.134,0.7490000000000001,0.0,0.0,0.0,0.064,0.14
817.0,2010,0.473,0.527,0.047,0.7929999999999999,0.0,0.025,0.0,0.105,0.131
818.0,2010,0.41200000000000003,0.588,0.09,0.6940000000000001,0.015,0.023,0.0,0.11900000000000001,0.23800000000000002
819.0,2010,0.423,0.5770000000000001,0.07,0.823,0.0,0.0,0.0,0.102,0.214
820.0,2010,0.449,0.551,0.028999999999999998,0.879,0.0,0.0,0.0,0.08,0.16699999999999998
821.0,2010,0.446,0.5539999999999999,0.095,0.706,0.002,0.0,0.003,0.14800000000000002,0.318
901.0,2010,0.446,0.5539999999999999,0.047,0.748,0.004,0.021,0.0,0.145,0.22
902.0,2010,0.442,0.5579999999999999,0.0,0.659,0.0,0.0,0.0,0.341,0.34700000000000003
903.0,2010,0.491,0.509,0.087,0.639,0.009000000000000001,0.0,0.0,0.26,0.322
904.0,2010,0.455,0.545,0.035,0.631,0.0,0.021,0.0,0.28300000000000003,0.313
906.0,2010,0.361,0.639,0.077,0.607,0.0,0.001,0.0,0.28,0.212
907.0,2010,0.527,0.473,0.6829999999999999,0.045,0.0,0.19399999999999998,0.0,0.067,0.09300000000000001
909.01,2010,0.51,0.49,0.332,0.317,0.008,0.192,0.0,0.11800000000000001,0.249
910.01,2010,0.46799999999999997,0.532,0.7559999999999999,0.075,0.0,0.149,0.0,0.019,0.017
911.0,2010,0.48100000000000004,0.519,0.532,0.122,0.0,0.272,0.013999999999999999,0.040999999999999995,0.019
912.0,2010,0.532,0.46799999999999997,0.406,0.21100000000000002,0.0,0.07,0.0,0.275,0.13699999999999998
913.0,2010,0.441,0.5589999999999999,0.08199999999999999,0.373,0.026000000000000002,0.079,0.0,0.435,0.218
914.0,2010,0.40399999999999997,0.596,0.14,0.601,0.006,0.047,0.0,0.188,0.23600000000000002
915.0,2010,0.502,0.498,0.124,0.425,0.0,0.067,0.0,0.36200000000000004,0.243
916.0,2010,0.494,0.506,0.139,0.401,0.0,0.3,0.0,0.127,0.172
917.0,2010,0.41,0.59,0.096,0.425,0.0,0.009000000000000001,0.0,0.39399999999999996,0.272
918.0,2010,0.447,0.5529999999999999,0.102,0.565,0.028999999999999998,0.004,0.0,0.255,0.28600000000000003
919.0,2010,0.457,0.5429999999999999,0.086,0.743,0.0,0.0,0.0,0.139,0.221
920.0,2010,0.45399999999999996,0.546,0.063,0.6459999999999999,0.005,0.124,0.001,0.139,0.188
921.01,2010,0.45899999999999996,0.541,0.353,0.193,0.0,0.342,0.0,0.09699999999999999,0.08199999999999999
922.0,2010,0.613,0.387,0.349,0.332,0.016,0.055,0.0,0.226,0.272
923.0,2010,0.535,0.465,0.005,0.855,0.0,0.004,0.0,0.134,0.11699999999999999
924.0,2010,0.47700000000000004,0.523,0.106,0.655,0.013000000000000001,0.02,0.0,0.196,0.327
1001.0,2010,0.48100000000000004,0.519,0.063,0.638,0.012,0.018000000000000002,0.0,0.252,0.301
1002.0,2010,0.409,0.591,0.061,0.865,0.003,0.0,0.0,0.06,0.185
1003.0,2010,0.491,0.509,0.086,0.83,0.0,0.0,0.0,0.051,0.16399999999999998
1004.0,2010,0.424,0.5760000000000001,0.136,0.753,0.0,0.071,0.0,0.036000000000000004,0.102
1005.0,2010,0.46799999999999997,0.532,0.136,0.67,0.006999999999999999,0.066,0.0,0.08800000000000001,0.153
1006.01,2010,0.501,0.499,0.46799999999999997,0.276,0.008,0.183,0.0,0.023,0.033
1006.03,2010,0.41100000000000003,0.589,0.698,0.129,0.0,0.09300000000000001,0.0,0.016,0.024
1007.0,2010,0.466,0.534,0.9520000000000001,0.025,0.0,0.0,0.0,0.017,0.021
1008.0,2010,0.46,0.54,0.5710000000000001,0.295,0.0,0.075,0.0,0.040999999999999995,0.094
708.0,2011,0.5720000000000001,0.428,0.648,0.198,0.004,0.095,0.0,0.053,0.084
709.0,2011,0.485,0.515,0.614,0.16,0.001,0.077,0.0,0.10300000000000001,0.23199999999999998
801.0,2011,0.6459999999999999,0.354,0.226,0.532,0.016,0.062,0.0,0.133,0.17300000000000001
803.0,2011,0.349,0.6509999999999999,0.113,0.7190000000000001,0.0,0.0,0.0,0.135,0.305
805.0,2011,0.469,0.531,0.161,0.574,0.002,0.013999999999999999,0.0,0.21100000000000002,0.373
806.01,2011,0.47200000000000003,0.528,0.48,0.311,0.0,0.127,0.0,0.062,0.251
813.0,2011,0.45799999999999996,0.542,0.14300000000000002,0.467,0.0,0.038,0.0,0.325,0.511
814.0,2011,0.535,0.465,0.28300000000000003,0.608,0.0,0.042,0.0,0.027000000000000003,0.11599999999999999
815.0,2011,0.434,0.5660000000000001,0.157,0.6809999999999999,0.0,0.024,0.0,0.066,0.187
817.0,2011,0.49200000000000005,0.508,0.05,0.711,0.005,0.043,0.0,0.11900000000000001,0.18100000000000002
818.0,2011,0.397,0.603,0.08800000000000001,0.705,0.008,0.0,0.0,0.138,0.257
819.0,2011,0.45299999999999996,0.547,0.07400000000000001,0.838,0.0,0.0,0.0,0.087,0.2
820.0,2011,0.462,0.5379999999999999,0.071,0.78,0.0,0.003,0.0,0.135,0.20199999999999999
821.0,2011,0.442,0.5579999999999999,0.084,0.7170000000000001,0.004,0.0,0.0,0.17600000000000002,0.307
901.0,2011,0.44,0.56,0.051,0.7490000000000001,0.003,0.02,0.0,0.154,0.184
902.0,2011,0.439,0.561,0.019,0.5920000000000001,0.0,0.039,0.01,0.337,0.34299999999999997
903.0,2011,0.49,0.51,0.10400000000000001,0.6409999999999999,0.059000000000000004,0.0,0.0,0.191,0.273
904.0,2011,0.45399999999999996,0.546,0.076,0.655,0.0,0.024,0.0,0.203,0.319
906.0,2011,0.379,0.621,0.079,0.657,0.0,0.0,0.0,0.214,0.161
907.0,2011,0.53,0.47,0.598,0.096,0.0,0.19899999999999998,0.0,0.094,0.086
909.01,2011,0.491,0.509,0.344,0.265,0.004,0.237,0.0,0.111,0.254
910.01,2011,0.512,0.488,0.635,0.071,0.0,0.249,0.0,0.04,0.026000000000000002
911.0,2011,0.46,0.54,0.561,0.069,0.0,0.244,0.012,0.09300000000000001,0.066
912.0,2011,0.5670000000000001,0.433,0.47100000000000003,0.215,0.0,0.051,0.0,0.209,0.146
913.0,2011,0.523,0.47700000000000004,0.115,0.368,0.011000000000000001,0.081,0.0,0.39399999999999996,0.16399999999999998
914.0,2011,0.449,0.551,0.193,0.5589999999999999,0.002,0.034,0.0,0.196,0.32299999999999995
915.0,2011,0.469,0.531,0.11,0.431,0.004,0.053,0.0,0.375,0.201
916.0,2011,0.498,0.502,0.157,0.42,0.0,0.268,0.0,0.138,0.139
917.0,2011,0.456,0.544,0.086,0.442,0.0,0.009000000000000001,0.0,0.43799999999999994,0.309
918.0,2011,0.419,0.581,0.10099999999999999,0.586,0.019,0.004,0.0,0.252,0.21100000000000002
919.0,2011,0.44799999999999995,0.552,0.07400000000000001,0.7190000000000001,0.003,0.0,0.0,0.162,0.214
920.0,2011,0.457,0.5429999999999999,0.092,0.685,0.002,0.062,0.001,0.13699999999999998,0.237
921.01,2011,0.47700000000000004,0.523,0.33799999999999997,0.155,0.0,0.38,0.0,0.084,0.047
922.0,2011,0.5489999999999999,0.451,0.262,0.469,0.016,0.068,0.0,0.172,0.195
923.0,2011,0.514,0.486,0.021,0.8190000000000001,0.013999999999999999,0.003,0.0,0.131,0.145
924.0,2011,0.473,0.527,0.115,0.667,0.013000000000000001,0.017,0.0,0.172,0.319
1001.0,2011,0.48,0.52,0.109,0.619,0.013999999999999999,0.003,0.0,0.245,0.365
1002.0,2011,0.392,0.608,0.065,0.85,0.003,0.0,0.0,0.068,0.19699999999999998
1003.0,2011,0.504,0.496,0.065,0.86,0.0,0.0,0.0,0.044000000000000004,0.14800000000000002
1004.0,2011,0.423,0.5770000000000001,0.161,0.742,0.0,0.075,0.0,0.011000000000000001,0.091
1005.0,2011,0.45399999999999996,0.546,0.131,0.67,0.006999999999999999,0.087,0.0,0.061,0.168
1006.01,2011,0.513,0.48700000000000004,0.374,0.336,0.002,0.196,0.0,0.023,0.055
1006.03,2011,0.45799999999999996,0.542,0.757,0.139,0.003,0.055999999999999994,0.0,0.017,0.028999999999999998
1007.0,2011,0.46799999999999997,0.532,0.955,0.025,0.0,0.0,0.0,0.013000000000000001,0.019
1008.0,2011,0.45899999999999996,0.541,0.5529999999999999,0.335,0.0,0.076,0.0,0.017,0.08
708.0,2012,0.597,0.40299999999999997,0.649,0.19699999999999998,0.005,0.087,0.0,0.057,0.12
709.0,2012,0.507,0.493,0.613,0.182,0.0,0.08900000000000001,0.0,0.069,0.171
801.0,2012,0.6829999999999999,0.317,0.20600000000000002,0.5329999999999999,0.018000000000000002,0.040999999999999995,0.0,0.16399999999999998,0.22399999999999998
803.0,2012,0.36200000000000004,0.638,0.166,0.632,0.0,0.0,0.0,0.16899999999999998,0.359
805.0,2012,0.461,0.539,0.171,0.46299999999999997,0.0,0.021,0.0,0.29600000000000004,0.423
806.01,2012,0.45299999999999996,0.547,0.5329999999999999,0.245,0.0,0.124,0.0,0.07200000000000001,0.193
813.0,2012,0.506,0.494,0.22699999999999998,0.43200000000000005,0.003,0.03,0.0,0.256,0.44799999999999995
814.0,2012,0.539,0.461,0.366,0.5529999999999999,0.0,0.027000000000000003,0.0,0.022000000000000002,0.102
815.0,2012,0.475,0.525,0.151,0.653,0.0,0.03,0.0,0.08,0.256
817.0,2012,0.451,0.5489999999999999,0.054000000000000006,0.695,0.005,0.031,0.0,0.146,0.195
818.0,2012,0.39899999999999997,0.601,0.087,0.7140000000000001,0.008,0.0,0.0,0.149,0.264
819.0,2012,0.47200000000000003,0.528,0.159,0.773,0.0,0.0,0.0,0.067,0.276
820.0,2012,0.451,0.5489999999999999,0.061,0.873,0.0,0.011000000000000001,0.0,0.040999999999999995,0.098
821.0,2012,0.423,0.5770000000000001,0.078,0.7340000000000001,0.0,0.0,0.0,0.166,0.318
901.0,2012,0.47200000000000003,0.528,0.054000000000000006,0.777,0.0,0.019,0.0,0.113,0.17300000000000001
902.0,2012,0.444,0.556,0.033,0.528,0.0,0.033,0.008,0.392,0.397
903.0,2012,0.405,0.595,0.09699999999999999,0.605,0.057,0.0,0.0,0.218,0.308
904.0,2012,0.479,0.521,0.109,0.685,0.0,0.01,0.0,0.153,0.307
906.0,2012,0.44799999999999995,0.552,0.051,0.662,0.012,0.0,0.0,0.247,0.165
907.0,2012,0.546,0.45399999999999996,0.613,0.102,0.0,0.21,0.0,0.07400000000000001,0.078
909.01,2012,0.522,0.478,0.32299999999999995,0.24,0.006,0.258,0.0,0.133,0.27899999999999997
910.01,2012,0.514,0.486,0.525,0.156,0.0,0.26899999999999996,0.0,0.040999999999999995,0.025
911.0,2012,0.45899999999999996,0.541,0.509,0.083,0.0,0.267,0.0,0.10099999999999999,0.065
912.0,2012,0.5379999999999999,0.462,0.48,0.19699999999999998,0.0,0.061,0.0,0.19699999999999998,0.161
913.0,2012,0.521,0.479,0.11599999999999999,0.419,0.008,0.07,0.0,0.364,0.203
914.0,2012,0.46799999999999997,0.532,0.18600000000000003,0.504,0.002,0.044000000000000004,0.0,0.231,0.345
915.0,2012,0.451,0.5489999999999999,0.071,0.45,0.005,0.066,0.0,0.37799999999999995,0.127
916.0,2012,0.496,0.504,0.16699999999999998,0.402,0.0,0.3,0.0,0.11599999999999999,0.157
917.0,2012,0.462,0.5379999999999999,0.094,0.5329999999999999,0.001,0.006999999999999999,0.0,0.33,0.319
918.0,2012,0.43200000000000005,0.568,0.11599999999999999,0.595,0.02,0.006,0.0,0.217,0.228
919.0,2012,0.466,0.534,0.096,0.7190000000000001,0.004,0.0,0.0,0.159,0.223
920.0,2012,0.45899999999999996,0.541,0.106,0.6629999999999999,0.004,0.086,0.0,0.106,0.27699999999999997
921.01,2012,0.446,0.5539999999999999,0.28,0.135,0.0,0.461,0.0,0.059000000000000004,0.077
922.0,2012,0.551,0.449,0.263,0.491,0.017,0.07200000000000001,0.0,0.136,0.161
923.0,2012,0.529,0.47100000000000003,0.036000000000000004,0.846,0.015,0.003,0.0,0.092,0.11699999999999999
924.0,2012,0.48200000000000004,0.518,0.091,0.7170000000000001,0.005,0.006999999999999999,0.0,0.16699999999999998,0.303
1001.0,2012,0.451,0.5489999999999999,0.07400000000000001,0.701,0.004,0.015,0.0,0.18600000000000003,0.287
1002.0,2012,0.419,0.581,0.032,0.902,0.004,0.015,0.0,0.027999999999999997,0.1
1003.0,2012,0.514,0.486,0.102,0.825,0.0,0.001,0.0,0.04,0.16399999999999998
1004.0,2012,0.441,0.5589999999999999,0.154,0.763,0.0,0.05,0.0,0.016,0.096
1005.0,2012,0.457,0.5429999999999999,0.131,0.674,0.009000000000000001,0.07400000000000001,0.0,0.059000000000000004,0.209
1006.01,2012,0.507,0.493,0.41600000000000004,0.268,0.002,0.20800000000000002,0.0,0.023,0.079
1006.03,2012,0.505,0.495,0.655,0.174,0.003,0.115,0.0,0.017,0.02
1007.0,2012,0.478,0.522,0.9229999999999999,0.037000000000000005,0.0,0.02,0.0,0.009000000000000001,0.017
1008.0,2012,0.44,0.56,0.451,0.397,0.0,0.11699999999999999,0.0,0.009000000000000001,0.064
708.0,2013,0.608,0.392,0.677,0.155,0.004,0.105,0.0,0.055999999999999994,0.13
709.0,2013,0.507,0.493,0.591,0.168,0.0,0.10400000000000001,0.0,0.073,0.214
801.0,2013,0.669,0.331,0.18899999999999997,0.551,0.012,0.035,0.0,0.165,0.174
803.0,2013,0.431,0.569,0.17600000000000002,0.557,0.0,0.001,0.0,0.237,0.35600000000000004
805.0,2013,0.42700000000000005,0.573,0.2,0.37799999999999995,0.0,0.015,0.0,0.353,0.61
806.01,2013,0.493,0.507,0.501,0.254,0.0,0.136,0.0,0.08800000000000001,0.17600000000000002
813.0,2013,0.48100000000000004,0.519,0.22399999999999998,0.47100000000000003,0.002,0.034,0.0,0.222,0.397
814.0,2013,0.568,0.43200000000000005,0.33299999999999996,0.519,0.0,0.055999999999999994,0.0,0.063,0.125
815.0,2013,0.507,0.493,0.159,0.657,0.0,0.035,0.0,0.084,0.239
817.0,2013,0.42,0.58,0.036000000000000004,0.727,0.004,0.035,0.0,0.115,0.162
818.0,2013,0.391,0.609,0.07200000000000001,0.746,0.005,0.0,0.0,0.151,0.28300000000000003
819.0,2013,0.426,0.574,0.138,0.738,0.0,0.0,0.0,0.12,0.311
820.0,2013,0.45899999999999996,0.541,0.062,0.875,0.0,0.012,0.0,0.034,0.106
821.0,2013,0.45799999999999996,0.542,0.083,0.664,0.0,0.017,0.0,0.21600000000000003,0.35200000000000004
901.0,2013,0.48,0.52,0.07,0.732,0.0,0.02,0.0,0.15,0.215
902.0,2013,0.47600000000000003,0.524,0.043,0.542,0.0,0.052000000000000005,0.009000000000000001,0.33899999999999997,0.361
903.0,2013,0.374,0.626,0.085,0.5539999999999999,0.066,0.0,0.0,0.259,0.34
904.0,2013,0.46299999999999997,0.537,0.171,0.645,0.0,0.006999999999999999,0.0,0.135,0.319
906.0,2013,0.413,0.5870000000000001,0.063,0.6729999999999999,0.013999999999999999,0.0,0.0,0.204,0.142
907.0,2013,0.581,0.419,0.5379999999999999,0.09699999999999999,0.004,0.20600000000000002,0.0,0.151,0.14300000000000002
909.01,2013,0.511,0.489,0.349,0.196,0.006999999999999999,0.24600000000000002,0.0,0.162,0.27699999999999997
910.01,2013,0.519,0.48100000000000004,0.573,0.133,0.0,0.23,0.0,0.044000000000000004,0.023
911.0,2013,0.474,0.526,0.545,0.055,0.0,0.292,0.0,0.07400000000000001,0.057999999999999996
912.0,2013,0.512,0.488,0.424,0.244,0.012,0.018000000000000002,0.0,0.213,0.19
913.0,2013,0.485,0.515,0.131,0.40399999999999997,0.0,0.07200000000000001,0.0,0.358,0.212
914.0,2013,0.511,0.489,0.165,0.449,0.002,0.022000000000000002,0.0,0.33399999999999996,0.29600000000000004
915.0,2013,0.46399999999999997,0.536,0.07400000000000001,0.413,0.009000000000000001,0.08,0.0,0.374,0.14400000000000002
916.0,2013,0.49200000000000005,0.508,0.156,0.489,0.0,0.205,0.0,0.13,0.158
917.0,2013,0.473,0.527,0.111,0.539,0.002,0.024,0.0,0.305,0.33799999999999997
918.0,2013,0.44799999999999995,0.552,0.158,0.495,0.02,0.006,0.0,0.27399999999999997,0.271
919.0,2013,0.493,0.507,0.09699999999999999,0.745,0.003,0.0,0.0,0.141,0.188
920.0,2013,0.47600000000000003,0.524,0.094,0.713,0.002,0.05,0.0,0.1,0.23800000000000002
921.01,2013,0.45899999999999996,0.541,0.319,0.17,0.0,0.321,0.0,0.129,0.11900000000000001
922.0,2013,0.541,0.45899999999999996,0.27,0.424,0.015,0.096,0.0,0.177,0.168
923.0,2013,0.535,0.465,0.03,0.831,0.013999999999999999,0.006,0.0,0.08900000000000001,0.11199999999999999
924.0,2013,0.484,0.516,0.079,0.763,0.012,0.008,0.0,0.128,0.258
1001.0,2013,0.433,0.5670000000000001,0.11199999999999999,0.727,0.001,0.011000000000000001,0.0,0.11900000000000001,0.266
1002.0,2013,0.462,0.5379999999999999,0.052000000000000005,0.8059999999999999,0.0,0.012,0.0,0.064,0.126
1003.0,2013,0.496,0.504,0.114,0.843,0.0,0.002,0.0,0.022000000000000002,0.14
1004.0,2013,0.419,0.581,0.138,0.7,0.035,0.066,0.0,0.027000000000000003,0.098
1005.0,2013,0.457,0.5429999999999999,0.156,0.667,0.006,0.12,0.0,0.011000000000000001,0.128
1006.01,2013,0.513,0.48700000000000004,0.445,0.259,0.002,0.20199999999999999,0.0,0.015,0.06
1006.03,2013,0.509,0.491,0.682,0.127,0.005,0.17600000000000002,0.0,0.01,0.021
